 Vehicle
Eastbound 	Westbound 	Northbound 	Southbound 	
L 	T 	Total 	L 	T 	Total 	L 	T 	Total 	L 	T 	Total 	Vehicle Total
2:05 AM 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0
2:10 AM 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0
2:15 AM 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0
2:20 AM 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0
2:25 AM 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0
2:30 AM 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0
2:35 AM 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0
2:40 AM 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0
2:45 AM 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0
2:50 AM 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0
2:55 AM 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0
3:00 AM 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0
3:05 AM 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0
3:10 AM 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0
3:15 AM 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0
3:20 AM 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0
3:25 AM 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0
3:30 AM 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0
3:35 AM 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0
3:40 AM 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0
3:45 AM 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0
3:50 AM 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0
3:55 AM 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0
4:00 AM 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0
4:05 AM 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0
4:10 AM 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0
4:15 AM 	0 	4 	4 	1 	5 	6 	2 	7 	9 	3 	2 	5 	24
4:20 AM 	2 	3 	5 	1 	2 	3 	0 	3 	3 	0 	5 	5 	16
4:25 AM 	0 	4 	4 	3 	2 	5 	1 	2 	3 	3 	7 	10 	22
4:30 AM 	0 	0 	0 	1 	1 	2 	0 	2 	2 	0 	1 	1 	5
4:35 AM 	0 	2 	2 	1 	2 	3 	2 	3 	5 	4 	2 	6 	16
4:40 AM 	0 	3 	3 	1 	3 	4 	1 	1 	2 	2 	8 	10 	19
4:45 AM 	0 	4 	4 	0 	1 	1 	1 	6 	7 	2 	2 	4 	16
4:50 AM 	0 	8 	8 	4 	3 	7 	2 	8 	10 	5 	7 	12 	37
4:55 AM 	6 	9 	15 	5 	3 	8 	1 	8 	9 	4 	10 	14 	46
5:00 AM 	4 	5 	9 	2 	7 	9 	2 	4 	6 	2 	5 	7 	31
5:05 AM 	3 	10 	13 	3 	2 	5 	1 	9 	10 	4 	10 	14 	42
5:10 AM 	2 	12 	14 	0 	4 	4 	0 	8 	8 	3 	4 	7 	33
5:15 AM 	2 	9 	11 	4 	4 	8 	1 	7 	8 	3 	8 	11 	38
5:20 AM 	2 	6 	8 	0 	4 	4 	1 	6 	7 	1 	11 	12 	31
5:25 AM 	0 	7 	7 	3 	7 	10 	4 	9 	13 	4 	15 	19 	49
5:30 AM 	1 	8 	9 	2 	6 	8 	4 	6 	10 	2 	16 	18 	45
5:35 AM 	3 	7 	10 	2 	2 	4 	2 	8 	10 	4 	6 	10 	34
5:40 AM 	4 	10 	14 	2 	8 	10 	3 	7 	10 	5 	12 	17 	51
5:45 AM 	1 	12 	13 	4 	6 	10 	4 	12 	16 	10 	11 	21 	60
5:50 AM 	2 	9 	11 	2 	9 	11 	2 	15 	17 	3 	14 	17 	56
5:55 AM 	4 	10 	14 	4 	8 	12 	3 	14 	17 	4 	16 	20 	63
6:00 AM 	2 	12 	14 	3 	7 	10 	3 	13 	16 	5 	15 	20 	60
6:05 AM 	3 	12 	15 	6 	13 	19 	5 	10 	15 	6 	18 	24 	73
6:10 AM 	2 	12 	14 	1 	9 	10 	4 	11 	15 	3 	13 	16 	55
6:15 AM 	1 	10 	11 	7 	7 	14 	6 	13 	19 	6 	31 	37 	81
6:20 AM 	8 	18 	26 	4 	9 	13 	6 	11 	17 	7 	24 	31 	87
6:25 AM 	3 	18 	21 	3 	20 	23 	8 	15 	23 	8 	23 	31 	98
6:30 AM 	5 	15 	20 	3 	8 	11 	4 	14 	18 	3 	19 	22 	71
6:35 AM 	6 	13 	19 	4 	11 	15 	7 	14 	21 	3 	21 	24 	79
6:40 AM 	3 	18 	21 	0 	18 	18 	11 	9 	20 	6 	26 	32 	91
6:45 AM 	4 	31 	35 	2 	25 	27 	13 	14 	27 	7 	32 	39 	128
6:50 AM 	13 	45 	58 	5 	13 	18 	6 	19 	25 	13 	36 	49 	150
6:55 AM 	10 	39 	49 	4 	19 	23 	12 	18 	30 	8 	43 	51 	153
7:00 AM 	8 	27 	35 	4 	26 	30 	9 	14 	23 	6 	32 	38 	126
7:05 AM 	5 	40 	45 	4 	17 	21 	6 	16 	22 	5 	35 	40 	128
7:10 AM 	15 	49 	64 	5 	26 	31 	12 	20 	32 	6 	36 	42 	169
7:15 AM 	9 	54 	63 	4 	29 	33 	9 	19 	28 	4 	35 	39 	163
7:20 AM 	13 	33 	46 	5 	48 	53 	14 	22 	36 	9 	34 	43 	178
7:25 AM 	11 	55 	66 	4 	40 	44 	17 	16 	33 	6 	41 	47 	190
7:30 AM 	14 	51 	65 	4 	33 	37 	10 	16 	26 	8 	60 	68 	196
7:35 AM 	9 	40 	49 	5 	30 	35 	13 	13 	26 	12 	56 	68 	178
7:40 AM 	8 	58 	66 	6 	54 	60 	12 	20 	32 	13 	44 	57 	215
7:45 AM 	16 	80 	96 	4 	55 	59 	16 	30 	46 	8 	42 	50 	251
7:50 AM 	13 	85 	98 	2 	43 	45 	15 	23 	38 	7 	48 	55 	236
7:55 AM 	17 	77 	94 	5 	58 	63 	12 	35 	47 	7 	32 	39 	243
8:00 AM 	13 	72 	85 	5 	38 	43 	12 	34 	46 	7 	34 	41 	215
8:05 AM 	12 	77 	89 	3 	41 	44 	16 	30 	46 	14 	60 	74 	253
8:10 AM 	7 	78 	85 	5 	32 	37 	14 	34 	48 	11 	54 	65 	235
8:15 AM 	8 	68 	76 	4 	56 	60 	15 	37 	52 	13 	51 	64 	252
8:20 AM 	15 	73 	88 	3 	58 	61 	14 	21 	35 	14 	42 	56 	240
8:25 AM 	12 	80 	92 	6 	62 	68 	14 	30 	44 	8 	33 	41 	245
8:30 AM 	11 	70 	81 	6 	61 	67 	10 	38 	48 	10 	40 	50 	246
8:35 AM 	16 	69 	85 	1 	68 	69 	16 	36 	52 	7 	30 	37 	243
8:40 AM 	9 	77 	86 	2 	66 	68 	18 	33 	51 	9 	36 	45 	250
8:45 AM 	15 	64 	79 	2 	49 	51 	9 	35 	44 	5 	66 	71 	245
8:50 AM 	8 	78 	86 	4 	46 	50 	14 	25 	39 	13 	63 	76 	251
8:55 AM 	9 	60 	69 	5 	44 	49 	17 	36 	53 	11 	48 	59 	230
9:00 AM 	13 	69 	82 	4 	51 	55 	10 	26 	36 	9 	56 	65 	238
9:05 AM 	13 	79 	92 	7 	48 	55 	17 	24 	41 	7 	46 	53 	241
9:10 AM 	15 	79 	94 	2 	58 	60 	14 	27 	41 	9 	50 	59 	254
9:15 AM 	13 	76 	89 	7 	57 	64 	14 	40 	54 	8 	46 	54 	261
9:20 AM 	14 	57 	71 	5 	38 	43 	11 	38 	49 	7 	30 	37 	200
9:25 AM 	7 	64 	71 	2 	40 	42 	13 	32 	45 	7 	41 	48 	206
9:30 AM 	15 	77 	92 	4 	35 	39 	12 	33 	45 	11 	25 	36 	212
9:35 AM 	9 	58 	67 	5 	38 	43 	12 	25 	37 	14 	39 	53 	200
9:40 AM 	12 	82 	94 	6 	40 	46 	15 	38 	53 	19 	35 	54 	247
9:45 AM 	13 	78 	91 	5 	42 	47 	15 	23 	38 	17 	30 	47 	223
9:50 AM 	11 	63 	74 	3 	33 	36 	6 	30 	36 	8 	39 	47 	193
9:55 AM 	11 	70 	81 	5 	59 	64 	13 	32 	45 	9 	36 	45 	235
10:00 AM 	10 	54 	64 	6 	40 	46 	14 	34 	48 	8 	34 	42 	200
10:05 AM 	12 	68 	80 	5 	31 	36 	15 	36 	51 	8 	49 	57 	224
10:10 AM 	10 	55 	65 	5 	29 	34 	8 	38 	46 	9 	36 	45 	190
10:15 AM 	11 	105 	116 	7 	62 	69 	38 	50 	88 	25 	79 	104 	377
10:20 AM 	16 	130 	146 	10 	70 	80 	22 	48 	70 	38 	102 	140 	436
10:25 AM 	22 	146 	168 	4 	60 	64 	34 	52 	86 	28 	80 	108 	426
10:30 AM 	15 	100 	115 	8 	37 	45 	13 	48 	61 	13 	50 	63 	284
10:35 AM 	13 	79 	92 	3 	35 	38 	14 	31 	45 	12 	29 	41 	216
10:40 AM 	28 	132 	160 	7 	58 	65 	18 	42 	60 	16 	61 	77 	362
10:45 AM 	20 	144 	164 	14 	70 	84 	20 	86 	106 	20 	92 	112 	466
10:50 AM 	32 	136 	168 	8 	60 	68 	26 	64 	90 	24 	70 	94 	420
10:55 AM 	17 	74 	91 	11 	35 	46 	13 	38 	51 	10 	51 	61 	249
11:00 AM 	15 	71 	86 	5 	37 	42 	16 	28 	44 	10 	43 	53 	225
11:05 AM 	10 	66 	76 	3 	28 	31 	12 	22 	34 	13 	43 	56 	197
11:10 AM 	28 	121 	149 	6 	73 	79 	20 	35 	55 	24 	84 	108 	391
11:15 AM 	20 	172 	192 	6 	72 	78 	28 	54 	82 	16 	72 	88 	440
11:20 AM 	22 	112 	134 	12 	60 	72 	28 	60 	88 	12 	78 	90 	384
11:25 AM 	21 	132 	153 	8 	55 	63 	24 	55 	79 	24 	100 	124 	419
11:30 AM 	30 	158 	188 	4 	56 	60 	8 	60 	68 	22 	88 	110 	426
11:35 AM 	18 	136 	154 	8 	60 	68 	30 	70 	100 	30 	114 	144 	466
11:40 AM 	16 	146 	162 	0 	59 	59 	19 	45 	64 	15 	66 	81 	366
11:45 AM 	12 	86 	98 	9 	42 	51 	18 	34 	52 	24 	76 	100 	301
11:50 AM 	16 	124 	140 	6 	78 	84 	22 	56 	78 	28 	98 	126 	428
11:55 AM 	30 	116 	146 	8 	59 	67 	16 	60 	76 	19 	51 	70 	359
12:00 PM 	17 	78 	95 	10 	50 	60 	23 	32 	55 	20 	81 	101 	311
12:05 PM 	11 	85 	96 	7 	58 	65 	26 	36 	62 	12 	48 	60 	283
12:10 PM 	20 	122 	142 	11 	60 	71 	18 	53 	71 	20 	46 	66 	350
12:15 PM 	15 	96 	111 	8 	43 	51 	16 	48 	64 	20 	88 	108 	334
12:20 PM 	23 	133 	156 	9 	60 	69 	12 	35 	47 	16 	78 	94 	366
12:25 PM 	26 	103 	129 	8 	52 	60 	14 	32 	46 	13 	61 	74 	309
12:30 PM 	37 	107 	144 	1 	59 	60 	24 	42 	66 	15 	70 	85 	355
12:35 PM 	17 	101 	118 	4 	55 	59 	18 	36 	54 	14 	50 	64 	295
12:40 PM 	10 	116 	126 	4 	67 	71 	27 	56 	83 	14 	54 	68 	348
12:45 PM 	8 	67 	75 	11 	44 	55 	17 	40 	57 	11 	43 	54 	241
12:50 PM 	10 	101 	111 	8 	79 	87 	31 	39 	70 	21 	71 	92 	360
12:55 PM 	11 	77 	88 	7 	23 	30 	21 	44 	65 	13 	63 	76 	259
1:00 PM 	23 	132 	155 	7 	51 	58 	17 	58 	75 	16 	60 	76 	364
1:05 PM 	27 	104 	131 	9 	76 	85 	20 	25 	45 	12 	62 	74 	335
1:10 PM 	31 	137 	168 	4 	63 	67 	26 	52 	78 	15 	67 	82 	395
1:15 PM 	23 	87 	110 	20 	51 	71 	26 	57 	83 	15 	64 	79 	343
1:20 PM 	20 	118 	138 	8 	55 	63 	24 	38 	62 	26 	86 	112 	375
1:25 PM 	17 	83 	100 	3 	38 	41 	20 	48 	68 	13 	70 	83 	292
1:30 PM 	5 	102 	107 	2 	44 	46 	12 	54 	66 	15 	81 	96 	315
1:35 PM 	14 	71 	85 	5 	34 	39 	15 	29 	44 	10 	42 	52 	220
1:40 PM 	22 	127 	149 	6 	59 	65 	26 	55 	81 	25 	43 	68 	363
1:45 PM 	11 	84 	95 	6 	33 	39 	22 	46 	68 	23 	51 	74 	276
1:50 PM 	14 	134 	148 	8 	71 	79 	43 	69 	112 	19 	90 	109 	448
1:55 PM 	10 	97 	107 	5 	44 	49 	13 	24 	37 	18 	49 	67 	260
2:00 PM 	14 	126 	140 	8 	45 	53 	17 	123 	140 	17 	95 	112 	445
2:05 PM 	16 	115 	131 	7 	48 	55 	15 	35 	50 	15 	54 	69 	305
2:10 PM 	21 	146 	167 	3 	54 	57 	17 	55 	72 	24 	98 	122 	418
2:15 PM 	7 	98 	105 	6 	35 	41 	20 	44 	64 	6 	52 	58 	268
2:20 PM 	20 	209 	229 	12 	83 	95 	23 	59 	82 	15 	94 	109 	515
2:25 PM 	11 	95 	106 	4 	35 	39 	16 	19 	35 	7 	69 	76 	256
2:30 PM 	16 	168 	184 	5 	55 	60 	26 	59 	85 	10 	76 	86 	415
2:35 PM 	9 	67 	76 	3 	35 	38 	13 	28 	41 	10 	47 	57 	212
2:40 PM 	30 	129 	159 	8 	78 	86 	29 	49 	78 	26 	95 	121 	444
2:45 PM 	23 	84 	107 	3 	41 	44 	14 	24 	38 	16 	48 	64 	253
2:50 PM 	19 	164 	183 	4 	27 	31 	22 	68 	90 	22 	104 	126 	430
2:55 PM 	10 	71 	81 	5 	38 	43 	12 	41 	53 	16 	78 	94 	271
3:00 PM 	32 	196 	228 	8 	79 	87 	23 	44 	67 	18 	93 	111 	493
3:05 PM 	11 	88 	99 	6 	45 	51 	8 	26 	34 	8 	54 	62 	246
3:10 PM 	21 	178 	199 	6 	60 	66 	18 	76 	94 	23 	83 	106 	465
3:15 PM 	9 	85 	94 	2 	57 	59 	15 	26 	41 	9 	47 	56 	250
3:20 PM 	16 	164 	180 	12 	95 	107 	26 	39 	65 	11 	71 	82 	434
3:25 PM 	12 	104 	116 	3 	44 	47 	13 	33 	46 	12 	50 	62 	271
3:30 PM 	18 	179 	197 	10 	52 	62 	10 	48 	58 	22 	116 	138 	455
3:35 PM 	16 	111 	127 	4 	29 	33 	8 	28 	36 	20 	74 	94 	290
3:40 PM 	50 	202 	252 	9 	51 	60 	13 	42 	55 	28 	110 	138 	505
3:45 PM 	15 	88 	103 	2 	29 	31 	15 	21 	36 	20 	56 	76 	246
3:50 PM 	14 	175 	189 	4 	53 	57 	17 	58 	75 	32 	111 	143 	464
3:55 PM 	12 	103 	115 	3 	39 	42 	22 	22 	44 	16 	52 	68 	269
4:00 PM 	37 	185 	222 	6 	88 	94 	21 	63 	84 	16 	114 	130 	530
4:05 PM 	5 	134 	139 	5 	28 	33 	5 	21 	26 	14 	84 	98 	296
4:10 PM 	20 	185 	205 	7 	83 	90 	67 	39 	106 	26 	104 	130 	531
4:15 PM 	11 	107 	118 	9 	28 	37 	15 	24 	39 	12 	69 	81 	275
4:20 PM 	17 	197 	214 	4 	70 	74 	32 	26 	58 	32 	93 	125 	471
4:25 PM 	18 	141 	159 	8 	53 	61 	12 	32 	44 	12 	56 	68 	332
4:30 PM 	18 	196 	214 	6 	40 	46 	20 	54 	74 	18 	106 	124 	458
4:35 PM 	10 	93 	103 	3 	38 	41 	4 	21 	25 	19 	63 	82 	251
4:40 PM 	17 	96 	113 	5 	32 	37 	10 	25 	35 	12 	58 	70 	255
4:45 PM 	17 	94 	111 	8 	31 	39 	16 	19 	35 	15 	58 	73 	258
4:50 PM 	12 	210 	222 	0 	56 	56 	14 	52 	66 	38 	142 	180 	524
4:55 PM 	24 	204 	228 	6 	74 	80 	22 	66 	88 	32 	86 	118 	514
5:00 PM 	21 	193 	214 	2 	57 	59 	22 	54 	76 	24 	84 	108 	457
5:05 PM 	15 	104 	119 	3 	27 	30 	5 	19 	24 	24 	75 	99 	272
5:10 PM 	26 	231 	257 	8 	88 	96 	24 	26 	50 	20 	87 	107 	510
5:15 PM 	13 	99 	112 	6 	42 	48 	16 	29 	45 	13 	47 	60 	265
5:20 PM 	20 	201 	221 	6 	50 	56 	10 	38 	48 	23 	55 	78 	403
5:25 PM 	9 	104 	113 	4 	39 	43 	12 	23 	35 	17 	45 	62 	253
5:30 PM 	7 	86 	93 	4 	23 	27 	7 	29 	36 	7 	53 	60 	216
5:35 PM 	7 	86 	93 	1 	21 	22 	5 	28 	33 	12 	84 	96 	244
5:40 PM 	13 	88 	101 	1 	34 	35 	7 	32 	39 	13 	55 	68 	243
5:45 PM 	8 	75 	83 	4 	28 	32 	8 	21 	29 	9 	42 	51 	195
5:50 PM 	14 	96 	110 	5 	39 	44 	6 	22 	28 	7 	82 	89 	271
5:55 PM 	18 	102 	120 	5 	41 	46 	8 	24 	32 	6 	49 	55 	253
6:00 PM 	9 	78 	87 	3 	38 	41 	8 	16 	24 	6 	46 	52 	204
6:05 PM 	10 	99 	109 	1 	40 	41 	14 	34 	48 	5 	47 	52 	250
6:10 PM 	7 	101 	108 	1 	40 	41 	8 	21 	29 	4 	36 	40 	218
6:15 PM 	7 	76 	83 	1 	33 	34 	6 	24 	30 	6 	29 	35 	182
6:20 PM 	10 	81 	91 	1 	32 	33 	3 	19 	22 	10 	47 	57 	203
6:25 PM 	5 	110 	115 	3 	40 	43 	14 	7 	21 	6 	50 	56 	235
6:30 PM 	6 	85 	91 	5 	33 	38 	21 	20 	41 	9 	50 	59 	229
6:35 PM 	13 	104 	117 	0 	21 	21 	8 	11 	19 	8 	67 	75 	232
6:40 PM 	6 	80 	86 	5 	43 	48 	11 	18 	29 	8 	52 	60 	223
6:45 PM 	6 	86 	92 	2 	35 	37 	18 	25 	43 	10 	50 	60 	232
6:50 PM 	6 	106 	112 	1 	29 	30 	10 	14 	24 	17 	81 	98 	264
6:55 PM 	13 	95 	108 	3 	37 	40 	12 	16 	28 	10 	39 	49 	225
7:00 PM 	8 	100 	108 	2 	34 	36 	15 	30 	45 	12 	50 	62 	251
7:05 PM 	10 	73 	83 	3 	32 	35 	17 	28 	45 	11 	47 	58 	221
7:10 PM 	8 	85 	93 	5 	23 	28 	9 	23 	32 	8 	47 	55 	208
7:15 PM 	11 	84 	95 	5 	27 	32 	14 	33 	47 	10 	39 	49 	223
7:20 PM 	6 	64 	70 	2 	40 	42 	4 	35 	39 	14 	32 	46 	197
7:25 PM 	11 	71 	82 	4 	30 	34 	14 	30 	44 	17 	29 	46 	206
7:30 PM 	10 	83 	93 	3 	38 	41 	13 	29 	42 	16 	45 	61 	237
7:35 PM 	10 	48 	58 	3 	32 	35 	10 	20 	30 	15 	38 	53 	176
7:40 PM 	6 	45 	51 	2 	33 	35 	19 	34 	53 	9 	38 	47 	186
7:45 PM 	12 	65 	77 	7 	38 	45 	10 	25 	35 	11 	42 	53 	210
7:50 PM 	10 	53 	63 	4 	33 	37 	14 	37 	51 	22 	48 	70 	221
7:55 PM 	8 	55 	63 	7 	34 	41 	15 	36 	51 	11 	40 	51 	206
8:00 PM 	14 	61 	75 	6 	26 	32 	15 	26 	41 	9 	33 	42 	190
8:05 PM 	13 	58 	71 	7 	22 	29 	7 	29 	36 	11 	43 	54 	190
8:10 PM 	7 	52 	59 	4 	31 	35 	13 	32 	45 	9 	35 	44 	183
8:15 PM 	8 	51 	59 	5 	32 	37 	11 	25 	36 	13 	42 	55 	187
8:20 PM 	10 	72 	82 	6 	28 	34 	12 	16 	28 	14 	48 	62 	206
8:25 PM 	11 	51 	62 	7 	24 	31 	16 	33 	49 	11 	23 	34 	176
8:30 PM 	9 	49 	58 	0 	39 	39 	11 	23 	34 	7 	30 	37 	168
8:35 PM 	9 	57 	66 	7 	25 	32 	13 	21 	34 	8 	27 	35 	167
8:40 PM 	7 	55 	62 	4 	31 	35 	14 	34 	48 	15 	35 	50 	195
8:45 PM 	11 	36 	47 	4 	24 	28 	10 	25 	35 	11 	33 	44 	154
8:50 PM 	11 	49 	60 	3 	24 	27 	12 	29 	41 	9 	32 	41 	169
8:55 PM 	3 	26 	29 	3 	17 	20 	8 	31 	39 	12 	37 	49 	137
9:00 PM 	4 	26 	30 	4 	34 	38 	14 	22 	36 	6 	27 	33 	137
9:05 PM 	8 	37 	45 	5 	31 	36 	11 	19 	30 	15 	37 	52 	163
9:10 PM 	6 	40 	46 	4 	32 	36 	14 	21 	35 	17 	54 	71 	188
9:15 PM 	8 	37 	45 	6 	36 	42 	11 	33 	44 	5 	30 	35 	166
9:20 PM 	4 	35 	39 	1 	31 	32 	13 	28 	41 	12 	27 	39 	151
9:25 PM 	5 	38 	43 	4 	22 	26 	7 	25 	32 	11 	35 	46 	147
9:30 PM 	6 	47 	53 	7 	28 	35 	8 	32 	40 	7 	21 	28 	156
9:35 PM 	7 	27 	34 	5 	27 	32 	13 	29 	42 	7 	25 	32 	140
9:40 PM 	5 	23 	28 	7 	19 	26 	10 	26 	36 	12 	25 	37 	127
9:45 PM 	4 	21 	25 	2 	17 	19 	5 	38 	43 	6 	24 	30 	117
9:50 PM 	12 	39 	51 	4 	20 	24 	6 	27 	33 	7 	21 	28 	136
9:55 PM 	8 	43 	51 	3 	22 	25 	9 	29 	38 	11 	29 	40 	154
10:00 PM 	5 	35 	40 	4 	29 	33 	8 	32 	40 	15 	17 	32 	145
10:05 PM 	5 	38 	43 	2 	26 	28 	9 	21 	30 	9 	28 	37 	138
10:10 PM 	11 	21 	32 	4 	29 	33 	7 	27 	34 	5 	28 	33 	132
10:15 PM 	7 	39 	46 	3 	27 	30 	7 	22 	29 	6 	17 	23 	128
10:20 PM 	8 	23 	31 	2 	27 	29 	18 	25 	43 	4 	15 	19 	122
10:25 PM 	7 	33 	40 	2 	24 	26 	10 	37 	47 	17 	10 	27 	140
10:30 PM 	7 	27 	34 	3 	21 	24 	8 	32 	40 	10 	19 	29 	127
10:35 PM 	9 	31 	40 	5 	22 	27 	16 	33 	49 	6 	14 	20 	136
10:40 PM 	4 	27 	31 	3 	30 	33 	11 	23 	34 	12 	17 	29 	127
10:45 PM 	8 	31 	39 	3 	16 	19 	10 	24 	34 	8 	18 	26 	118
10:50 PM 	8 	30 	38 	2 	23 	25 	5 	21 	26 	5 	19 	24 	113
10:55 PM 	9 	20 	29 	3 	11 	14 	9 	13 	22 	6 	24 	30 	95
11:00 PM 	4 	24 	28 	3 	18 	21 	10 	16 	26 	6 	18 	24 	99
11:05 PM 	9 	31 	40 	3 	6 	9 	6 	18 	24 	12 	17 	29 	102
11:10 PM 	1 	19 	20 	2 	26 	28 	8 	15 	23 	15 	16 	31 	102
11:15 PM 	9 	21 	30 	3 	14 	17 	5 	9 	14 	12 	20 	32 	93
11:20 PM 	12 	21 	33 	1 	18 	19 	6 	20 	26 	6 	9 	15 	93
11:25 PM 	3 	26 	29 	3 	15 	18 	9 	18 	27 	10 	11 	21 	95
11:30 PM 	1 	20 	21 	0 	15 	15 	5 	27 	32 	7 	10 	17 	85
11:35 PM 	3 	23 	26 	4 	27 	31 	7 	27 	34 	7 	13 	20 	111
11:40 PM 	3 	18 	21 	2 	16 	18 	7 	34 	41 	10 	13 	23 	103
11:45 PM 	7 	25 	32 	1 	20 	21 	6 	34 	40 	9 	11 	20 	113
11:50 PM 	3 	14 	17 	3 	24 	27 	10 	46 	56 	9 	8 	17 	117
11:55 PM 	4 	34 	38 	6 	25 	31 	6 	30 	36 	19 	11 	30 	135
Total 	2725 	17917 	20642 	1075 	8685 	9760 	3108 	7197 	10305 	2874 	11025 	13899 	54606
